,has_company_logo,Salary_range_provided,department_mentioned,employment_type,required_experience,required_education,industry,fraudulent
57,0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
58,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
59,1,1,0,4.0,3.0,2.0,0.3776223776223776,1.0
60,0,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
61,1,0,0,0.0,1.0,10.0,0.003671071953010279,0.0
62,1,0,1,4.0,0.0,0.0,0.0,0.0
63,1,0,0,4.0,2.0,0.0,0.0550122249388753,0.0
64,0,1,1,4.0,3.0,10.0,0.04863912722313768,0.0
65,1,0,0,4.0,3.0,10.0,0.018702513150204558,1.0
66,1,0,1,1.0,4.0,0.0,0.015625,0.0
67,0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
68,1,0,1,3.0,0.0,2.0,0.003671071953010279,0.0
69,1,0,0,4.0,2.0,2.0,0.04679144385026738,0.0
70,1,0,1,4.0,2.0,2.0,0.08571428571428572,0.0
71,0,0,0,4.0,4.0,2.0,0.023255813953488372,0.0
72,1,0,0,4.0,0.0,2.0,0.10810810810810811,0.0
73,1,0,1,2.0,2.0,2.0,0.04863912722313768,0.0
74,0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
75,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
76,1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
77,1,0,0,4.0,3.0,0.0,0.003671071953010279,0.0
78,0,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
79,1,0,0,4.0,2.0,2.0,0.07975460122699386,0.0
80,1,0,1,4.0,3.0,10.0,0.3776223776223776,1.0
81,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
82,0,0,0,4.0,3.0,0.0,0.03614457831325301,0.0
83,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
84,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
85,1,0,1,4.0,0.0,0.0,0.0,0.0
86,1,0,0,4.0,0.0,2.0,0.023809523809523808,0.0
87,1,0,1,4.0,4.0,10.0,0.018702513150204558,0.0
88,1,0,0,4.0,2.0,11.0,0.018702513150204558,0.0
89,0,1,0,4.0,2.0,0.0,0.019736842105263157,0.0
90,0,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
91,1,0,1,4.0,3.0,10.0,0.018702513150204558,0.0
92,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
93,1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
94,1,1,0,4.0,0.0,0.0,0.0,0.0
95,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
96,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
97,1,0,1,3.0,2.0,10.0,0.0,0.0
98,0,0,0,4.0,3.0,10.0,0.10144927536231885,0.0
99,1,1,1,4.0,2.0,1.0,0.047244094488188976,0.0
100,1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
101,0,0,1,4.0,4.0,10.0,0.0,0.0
102,1,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
103,0,0,0,3.0,5.0,11.0,0.03614457831325301,0.0
104,1,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
105,1,0,0,4.0,0.0,0.0,0.042735042735042736,0.0
106,1,0,0,4.0,3.0,10.0,0.014492753623188406,0.0
107,1,0,0,4.0,5.0,10.0,0.021052631578947368,0.0
108,1,0,0,3.0,0.0,2.0,0.018702513150204558,0.0
109,1,0,0,4.0,3.0,10.0,0.3776223776223776,0.0
110,0,1,0,4.0,3.0,2.0,0.3776223776223776,1.0
111,0,0,0,1.0,2.0,2.0,0.0550122249388753,0.0
112,0,0,0,4.0,5.0,10.0,0.02242152466367713,0.0
113,0,0,1,4.0,0.0,0.0,0.10144927536231885,0.0
114,1,0,0,4.0,3.0,10.0,0.049586776859504134,0.0
115,1,0,1,4.0,3.0,10.0,0.0550122249388753,0.0
116,1,0,0,1.0,0.0,2.0,0.021052631578947368,0.0
117,1,0,0,4.0,0.0,2.0,0.0550122249388753,0.0
118,1,0,0,4.0,0.0,2.0,0.049586776859504134,0.0
119,1,1,0,4.0,2.0,10.0,0.07975460122699386,0.0
120,1,0,1,4.0,0.0,2.0,0.0550122249388753,0.0
121,1,0,1,3.0,2.0,10.0,0.0,0.0
122,1,1,1,4.0,3.0,10.0,0.0,0.0
123,1,0,1,3.0,2.0,10.0,0.0,0.0
124,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
125,1,0,1,4.0,2.0,10.0,0.0,0.0
126,1,0,0,4.0,3.0,11.0,0.0,0.0
127,1,0,1,4.0,4.0,10.0,0.003671071953010279,0.0
128,1,1,1,4.0,6.0,10.0,0.023255813953488372,0.0
129,0,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
130,1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
131,0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
132,0,0,0,4.0,2.0,0.0,0.031496062992125984,0.0
133,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
134,1,0,1,4.0,0.0,0.0,0.019736842105263157,0.0
135,1,0,0,4.0,5.0,8.0,0.10144927536231885,0.0
136,1,0,0,3.0,2.0,10.0,0.0,0.0
137,0,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
138,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
139,0,0,0,4.0,3.0,2.0,0.0684931506849315,0.0
140,1,1,1,0.0,1.0,10.0,0.0550122249388753,0.0
141,0,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
142,1,0,0,3.0,0.0,2.0,0.07142857142857142,0.0
143,1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
144,1,1,0,3.0,2.0,10.0,0.0,0.0
145,1,0,0,4.0,4.0,2.0,0.018702513150204558,0.0
146,1,0,0,4.0,4.0,10.0,0.0,0.0
147,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
148,0,0,0,4.0,2.0,2.0,0.019736842105263157,0.0
149,1,0,0,4.0,2.0,10.0,0.018702513150204558,0.0
150,0,0,0,4.0,3.0,2.0,0.13855421686746988,0.0
151,0,0,0,4.0,2.0,2.0,0.10144927536231885,0.0
152,1,0,0,4.0,2.0,2.0,0.06896551724137931,0.0
153,1,0,0,4.0,3.0,10.0,0.04679144385026738,0.0
154,1,0,0,4.0,4.0,0.0,0.01818181818181818,0.0
155,1,0,0,2.0,2.0,2.0,0.04679144385026738,0.0
156,1,0,0,0.0,1.0,10.0,0.3776223776223776,0.0
157,1,0,1,3.0,2.0,10.0,0.0,0.0
158,1,1,0,4.0,3.0,0.0,0.003671071953010279,0.0
159,0,0,0,4.0,3.0,11.0,0.018702513150204558,0.0
160,0,0,1,3.0,0.0,2.0,0.018702513150204558,0.0
161,1,0,0,1.0,1.0,3.0,0.0,0.0
162,1,0,0,4.0,5.0,10.0,0.013333333333333334,0.0
163,1,0,0,2.0,2.0,2.0,0.0,0.0
164,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
165,1,0,1,4.0,3.0,11.0,0.04863912722313768,0.0
166,1,1,0,4.0,0.0,10.0,0.018702513150204558,0.0
167,0,1,0,4.0,5.0,10.0,0.021052631578947368,0.0
168,1,1,1,2.0,1.0,2.0,0.10144927536231885,1.0
169,1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
170,1,1,1,4.0,4.0,11.0,0.017241379310344827,0.0
171,1,0,1,4.0,2.0,2.0,0.0,0.0
172,1,0,0,4.0,3.0,8.0,0.3776223776223776,0.0
173,1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
174,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
175,1,0,0,4.0,2.0,2.0,0.042735042735042736,0.0
176,1,1,1,4.0,3.0,2.0,0.13855421686746988,0.0
177,1,0,1,3.0,2.0,10.0,0.0,0.0
178,0,1,0,4.0,2.0,8.0,0.0,0.0
179,1,1,1,4.0,0.0,10.0,0.3584905660377358,0.0
180,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
181,1,0,0,4.0,2.0,2.0,0.02242152466367713,0.0
182,0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
183,0,1,1,0.0,1.0,10.0,0.0550122249388753,0.0
184,1,1,1,4.0,4.0,7.0,0.10144927536231885,0.0
185,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
186,0,0,1,3.0,2.0,10.0,0.0,0.0
187,1,0,0,4.0,0.0,2.0,0.04679144385026738,0.0
188,1,0,0,4.0,5.0,10.0,0.06299212598425197,0.0
189,0,0,0,4.0,2.0,2.0,0.04679144385026738,0.0
190,1,0,0,4.0,2.0,2.0,0.01818181818181818,0.0
191,1,0,1,4.0,4.0,10.0,0.0,0.0
192,1,0,1,4.0,2.0,2.0,0.049586776859504134,0.0
193,1,1,1,3.0,2.0,10.0,0.0,1.0
194,0,0,1,3.0,2.0,10.0,0.0,0.0
195,1,0,1,3.0,2.0,10.0,0.0,0.0
196,1,0,1,4.0,3.0,10.0,0.0,0.0
197,1,1,0,4.0,3.0,10.0,0.018702513150204558,0.0
198,0,0,0,4.0,2.0,2.0,0.04679144385026738,0.0
199,1,1,1,2.0,2.0,2.0,0.04679144385026738,0.0
200,1,0,1,4.0,2.0,2.0,0.01818181818181818,0.0
201,1,0,1,4.0,3.0,10.0,0.018702513150204558,0.0
202,0,1,0,4.0,3.0,10.0,0.0,0.0
203,1,1,1,4.0,0.0,10.0,0.0550122249388753,0.0
204,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
205,1,1,0,4.0,6.0,10.0,0.023255813953488372,0.0
206,1,0,0,2.0,4.0,10.0,0.0,0.0
207,1,0,0,4.0,4.0,10.0,0.0,0.0
208,1,0,0,1.0,4.0,0.0,0.04679144385026738,0.0
209,1,1,0,4.0,3.0,10.0,0.003671071953010279,0.0
210,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
211,0,0,0,4.0,3.0,10.0,0.0550122249388753,1.0
212,0,1,0,4.0,4.0,10.0,0.018702513150204558,0.0
213,1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
214,1,0,1,1.0,1.0,10.0,0.015873015873015872,0.0
215,1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
216,1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
217,1,0,0,4.0,2.0,2.0,0.04679144385026738,0.0
218,1,0,0,4.0,3.0,10.0,0.3584905660377358,0.0
219,1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
220,1,0,1,4.0,2.0,10.0,0.1590909090909091,0.0
221,1,0,0,4.0,4.0,11.0,0.018702513150204558,0.0
222,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
223,1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
224,1,0,0,4.0,3.0,10.0,0.031496062992125984,0.0
225,0,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
226,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
227,1,0,0,3.0,2.0,10.0,0.0,0.0
228,0,0,0,3.0,2.0,10.0,0.0,0.0
229,1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
230,1,1,1,4.0,6.0,10.0,0.018702513150204558,0.0
231,1,0,0,4.0,3.0,10.0,0.0550122249388753,0.0
232,0,1,1,4.0,3.0,2.0,0.01818181818181818,0.0
233,1,0,0,4.0,2.0,2.0,0.10144927536231885,0.0
234,1,0,0,4.0,5.0,10.0,0.06299212598425197,0.0
235,1,0,1,4.0,2.0,2.0,0.06896551724137931,0.0
236,0,1,1,3.0,2.0,10.0,0.0,0.0
237,1,1,1,4.0,4.0,10.0,0.003671071953010279,0.0
238,1,0,0,4.0,3.0,11.0,0.021052631578947368,0.0
239,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
240,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
241,1,0,0,1.0,0.0,2.0,0.031496062992125984,0.0
242,1,0,1,4.0,0.0,2.0,0.049586776859504134,0.0
243,1,0,0,4.0,4.0,2.0,0.0550122249388753,0.0
244,1,1,1,4.0,4.0,10.0,0.018702513150204558,0.0
245,0,1,0,4.0,4.0,7.0,0.018702513150204558,0.0
246,0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
247,1,0,0,3.0,2.0,10.0,0.0,0.0
248,1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
249,1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
250,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
251,1,0,1,3.0,2.0,10.0,0.0,0.0
252,1,0,0,4.0,2.0,10.0,0.0,0.0
253,1,0,1,4.0,2.0,0.0,0.2777777777777778,0.0
254,1,0,0,4.0,3.0,10.0,0.02,0.0
255,1,1,0,4.0,2.0,10.0,0.0,0.0
256,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
257,1,0,1,4.0,3.0,7.0,0.018702513150204558,0.0
258,1,1,0,0.0,1.0,2.0,0.014492753623188406,0.0
259,1,0,1,4.0,3.0,10.0,0.0684931506849315,0.0
260,1,1,1,0.0,1.0,10.0,0.0550122249388753,0.0
261,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
262,1,0,1,4.0,4.0,10.0,0.0625,0.0
263,0,1,0,4.0,2.0,2.0,0.0,0.0
264,1,0,0,4.0,2.0,2.0,0.019736842105263157,0.0
265,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
266,0,0,0,1.0,1.0,3.0,1.0025271665978714e-10,0.0
267,0,0,0,4.0,4.0,10.0,0.04863912722313768,0.0
268,0,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
269,0,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
270,1,0,0,4.0,2.0,2.0,0.0684931506849315,0.0
271,1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
272,1,1,0,1.0,2.0,10.0,0.018702513150204558,0.0
273,1,0,1,4.0,3.0,10.0,0.018702513150204558,0.0
274,0,0,0,4.0,5.0,0.0,0.003671071953010279,0.0
275,1,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
276,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
277,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
278,1,1,1,1.0,1.0,0.0,0.0550122249388753,1.0
279,1,0,0,4.0,4.0,0.0,0.06896551724137931,0.0
280,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
281,0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
282,1,0,1,4.0,2.0,2.0,0.04679144385026738,0.0
283,0,1,1,4.0,3.0,2.0,0.3776223776223776,1.0
284,0,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
285,1,1,0,4.0,4.0,7.0,0.1590909090909091,0.0
286,1,0,1,4.0,2.0,11.0,0.3776223776223776,0.0
287,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
288,0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
289,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
290,1,1,0,4.0,4.0,10.0,0.3776223776223776,0.0
291,1,0,0,2.0,4.0,9.0,0.017241379310344827,0.0
292,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
293,1,1,1,3.0,4.0,10.0,0.02,0.0
294,1,0,0,4.0,3.0,10.0,0.0550122249388753,0.0
295,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
296,1,0,1,4.0,4.0,10.0,0.018702513150204558,0.0
297,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
298,0,0,1,4.0,3.0,0.0,0.018702513150204558,1.0
299,0,0,0,4.0,4.0,10.0,0.04679144385026738,0.0
300,1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
301,1,0,0,0.0,1.0,2.0,0.03333333333333333,0.0
302,1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
303,1,0,1,4.0,3.0,0.0,0.003671071953010279,0.0
304,1,0,0,4.0,2.0,2.0,0.04679144385026738,0.0
305,1,0,0,4.0,4.0,10.0,0.0,0.0
306,0,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
307,1,0,1,4.0,4.0,10.0,0.018702513150204558,0.0
308,1,0,1,4.0,2.0,2.0,0.0,0.0
309,1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
310,1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
311,0,1,0,3.0,2.0,10.0,0.0,0.0
312,1,1,0,4.0,2.0,10.0,0.021052631578947368,0.0
313,0,0,1,0.0,1.0,11.0,0.0,0.0
314,1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
315,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
316,1,0,0,4.0,4.0,0.0,0.018702513150204558,0.0
317,1,0,0,4.0,0.0,2.0,0.0550122249388753,0.0
318,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
319,0,1,0,4.0,3.0,10.0,0.031496062992125984,0.0
320,1,0,0,0.0,1.0,11.0,0.009900990099009901,0.0
321,1,1,1,2.0,0.0,2.0,0.02242152466367713,0.0
322,1,0,1,4.0,2.0,10.0,0.13855421686746988,0.0
323,1,0,1,1.0,0.0,10.0,0.10144927536231885,0.0
324,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
325,1,0,0,4.0,2.0,2.0,0.10144927536231885,0.0
326,1,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
327,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
328,1,0,0,3.0,2.0,10.0,0.0,0.0
329,1,0,1,4.0,0.0,2.0,0.0684931506849315,0.0
330,1,0,0,4.0,4.0,10.0,0.0,0.0
331,1,0,1,3.0,4.0,10.0,0.0,0.0
332,1,1,1,0.0,1.0,10.0,0.0550122249388753,0.0
333,1,0,0,3.0,3.0,0.0,0.0,0.0
334,1,0,0,4.0,3.0,7.0,0.042735042735042736,0.0
335,1,0,0,2.0,2.0,2.0,0.07975460122699386,0.0
336,1,0,0,3.0,4.0,0.0,0.02242152466367713,0.0
337,0,0,0,3.0,3.0,0.0,0.018702513150204558,0.0
338,1,0,1,4.0,3.0,11.0,0.02242152466367713,0.0
339,0,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
340,1,0,1,4.0,2.0,10.0,0.009900990099009901,0.0
341,1,0,1,0.0,1.0,10.0,0.10144927536231885,0.0
342,0,0,1,4.0,2.0,10.0,0.047244094488188976,0.0
343,1,0,0,4.0,0.0,2.0,0.0550122249388753,0.0
344,1,0,0,4.0,1.0,2.0,0.0,0.0
345,1,0,0,4.0,2.0,10.0,0.0,0.0
346,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
347,1,0,1,4.0,2.0,10.0,0.07975460122699386,0.0
348,1,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
349,1,0,0,4.0,4.0,0.0,0.04679144385026738,0.0
350,0,0,0,4.0,2.0,2.0,0.10144927536231885,0.0
351,1,0,1,4.0,3.0,0.0,0.0,0.0
352,1,0,0,4.0,3.0,10.0,0.07975460122699386,0.0
353,0,1,0,4.0,4.0,10.0,0.018702513150204558,0.0
354,1,0,0,2.0,2.0,2.0,0.01818181818181818,0.0
355,1,0,0,4.0,3.0,11.0,0.0,0.0
356,1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
357,1,1,1,4.0,4.0,10.0,0.048639441214243004,0.0
358,1,1,1,4.0,2.0,2.0,0.04679144385026738,0.0
359,1,0,1,3.0,2.0,10.0,0.0,0.0
360,1,0,1,4.0,6.0,10.0,0.018702513150204558,0.0
361,1,1,1,4.0,5.0,10.0,0.10416666666666667,0.0
362,1,0,1,4.0,3.0,11.0,0.0,0.0
363,1,1,0,4.0,5.0,10.0,0.10144927536231885,0.0
364,0,0,0,4.0,1.0,10.0,0.018702513150204558,0.0
365,1,0,0,4.0,2.0,0.0,0.04679144385026738,0.0
366,1,0,0,4.0,2.0,2.0,0.0550122249388753,0.0
367,1,1,0,4.0,3.0,10.0,0.003671071953010279,0.0
368,1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
369,1,0,1,4.0,2.0,10.0,0.0550122249388753,0.0
370,1,0,0,4.0,2.0,2.0,0.1590909090909091,0.0
371,1,0,0,4.0,2.0,11.0,0.019736842105263157,0.0
372,1,1,1,1.0,2.0,10.0,0.003671071953010279,0.0
373,1,1,0,4.0,0.0,10.0,0.0550122249388753,0.0
374,1,0,0,2.0,2.0,11.0,0.0550122249388753,0.0
375,0,0,0,3.0,2.0,10.0,0.0,1.0
376,1,0,1,4.0,4.0,0.0,0.018702513150204558,0.0
377,1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
378,1,1,1,4.0,2.0,2.0,0.13855421686746988,0.0
379,1,0,0,4.0,3.0,10.0,0.3776223776223776,0.0
380,1,0,0,4.0,2.0,10.0,0.0550122249388753,0.0
381,1,0,0,4.0,3.0,10.0,0.018702513150204558,0.0
382,1,1,1,4.0,4.0,10.0,0.003671071953010279,0.0
383,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
384,1,0,0,4.0,3.0,10.0,0.03614457831325301,0.0
385,1,0,1,4.0,4.0,10.0,0.0,0.0
386,0,0,0,4.0,4.0,2.0,0.01818181818181818,0.0
387,1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
388,0,0,1,4.0,3.0,10.0,0.018702513150204558,0.0
389,1,1,0,4.0,3.0,10.0,0.0,0.0
390,1,0,1,4.0,4.0,10.0,0.04679144385026738,0.0
391,1,0,0,3.0,2.0,10.0,0.0,0.0
392,0,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
393,1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
394,0,0,0,4.0,4.0,7.0,0.0,0.0
395,1,0,0,4.0,4.0,10.0,0.0,0.0
396,0,1,0,2.0,2.0,2.0,0.003671071953010279,0.0
397,1,1,0,4.0,0.0,10.0,0.0550122249388753,0.0
398,1,0,0,0.0,1.0,3.0,0.0,0.0
399,1,0,0,4.0,4.0,11.0,0.13855421686746988,0.0
400,1,0,0,4.0,2.0,2.0,0.01818181818181818,0.0
401,1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
402,1,0,1,4.0,4.0,10.0,0.01818181818181818,0.0
403,1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
404,0,1,1,4.0,4.0,7.0,0.0550122249388753,0.0
405,1,0,1,4.0,3.0,10.0,0.04863912722313768,0.0
406,1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
407,0,0,0,2.0,1.0,7.0,0.017241379310344827,1.0
408,1,0,0,4.0,4.0,10.0,0.10144927536231885,0.0
409,1,0,1,4.0,2.0,2.0,0.04679144385026738,0.0
410,1,0,1,0.0,1.0,2.0,0.014492753623188406,0.0
411,1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
412,1,0,0,4.0,2.0,1.0,0.047244094488188976,0.0
413,1,0,0,3.0,2.0,10.0,0.0,0.0
414,1,0,0,4.0,4.0,10.0,0.0550122249388753,0.0
415,1,0,1,4.0,4.0,10.0,0.10144927536231885,0.0
416,1,0,0,3.0,2.0,10.0,0.0,0.0
417,0,1,0,2.0,2.0,2.0,0.0,0.0
418,1,0,0,4.0,3.0,10.0,0.04863912722313768,0.0
419,1,0,0,4.0,4.0,10.0,0.0,0.0
420,1,0,1,4.0,3.0,11.0,0.031496062992125984,0.0
421,1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
422,1,0,1,4.0,3.0,11.0,0.018702513150204558,0.0
423,1,0,1,2.0,0.0,2.0,0.0550122249388753,0.0
424,1,0,0,3.0,2.0,10.0,0.0,0.0
425,1,0,1,4.0,3.0,10.0,0.10144927536231885,0.0
426,1,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
427,1,0,0,4.0,3.0,10.0,0.04863912722313768,0.0
428,1,0,1,2.0,2.0,2.0,0.04679144385026738,0.0
429,1,0,0,4.0,4.0,10.0,0.018702513150204558,0.0
430,1,0,0,3.0,3.0,11.0,0.018702513150204558,0.0
431,1,0,1,4.0,5.0,10.0,0.018702513150204558,0.0
