has_company_logo,Salary_range_provided,department_mentioned,employment_type,required_experience,required_education,industry,fraudulent
1,0,1,4.0,0.0,0.0,0.0,0.0
1,0,0,2.0,4.0,10.0,0.0,0.0
0,1,0,4.0,5.0,10.0,1.0025271665978714e-10,0.0
0,1,0,4.0,0.0,10.0,0.0550122249388753,0.0
1,0,0,2.0,2.0,2.0,2.208112711474866e-06,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,0,4.0,3.0,10.0,0.07975460122699386,0.0
1,1,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,1,0,4.0,2.0,2.0,0.0550122249388753,0.0
1,0,0,4.0,5.0,10.0,0.0625,0.0
0,0,0,4.0,3.0,10.0,0.04863912722313768,0.0
0,0,0,4.0,2.0,0.0,0.02242152466367713,0.0
1,0,0,4.0,3.0,2.0,0.0684931506849315,0.0
1,0,0,4.0,2.0,2.0,0.0,0.0
0,1,1,4.0,3.0,10.0,0.0,1.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,2.0,2.0,0.08571428571428572,0.0
1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,3.0,10.0,0.047244094488188976,0.0
0,1,1,3.0,0.0,10.0,0.10144927536231885,1.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,4.0,10.0,0.0,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,4.0,7.0,0.0550122249388753,0.0
1,1,1,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,3.0,2.0,10.0,0.0,0.0
1,0,1,4.0,4.0,10.0,0.018702513150204558,0.0
1,0,1,4.0,4.0,10.0,0.0,0.0
1,0,1,4.0,3.0,11.0,0.0,0.0
1,0,0,3.0,2.0,3.0,0.03614457831325301,0.0
0,0,0,4.0,4.0,10.0,0.0550122249388753,1.0
0,0,1,4.0,2.0,10.0,0.10526315789473684,0.0
1,0,1,4.0,4.0,10.0,0.014492753623188406,0.0
1,0,1,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,1,0,4.0,4.0,2.0,0.06299212598425197,0.0
1,0,0,4.0,3.0,10.0,0.003671071953010279,0.0
1,0,0,4.0,2.0,2.0,0.0,1.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,0.0,10.0,0.0550122249388753,0.0
1,1,1,4.0,5.0,10.0,0.018702513150204558,1.0
1,0,0,3.0,3.0,10.0,0.048639127223137645,0.0
0,0,0,4.0,4.0,10.0,0.014492753623188406,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,3.0,10.0,0.3776223776223776,0.0
1,0,0,4.0,6.0,10.0,0.023255813953488372,0.0
1,1,1,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,2.0,2.0,10.0,0.10144927536231885,0.0
0,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,1,4.0,0.0,2.0,0.0,0.0
1,0,0,4.0,4.0,10.0,0.0,0.0
0,1,1,3.0,2.0,10.0,0.0,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,0,0.0,5.0,10.0,0.0,0.0
0,0,0,4.0,4.0,10.0,0.0,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,1,0,4.0,2.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,2.0,10.0,0.018702513150204558,0.0
0,0,1,4.0,4.0,9.0,0.0,0.0
1,0,0,4.0,3.0,0.0,0.003671071953010279,0.0
1,0,0,4.0,2.0,0.0,0.10144927536231885,0.0
1,0,0,2.0,2.0,11.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,3.0,10.0,0.27906976744186046,0.0
1,1,0,4.0,3.0,10.0,0.018702513150204558,0.0
1,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,0.0,2.0,0.06896551724137931,0.0
0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
0,0,0,4.0,2.0,2.0,0.023255813953488372,0.0
0,1,0,4.0,3.0,2.0,0.3776223776223776,1.0
1,0,0,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,0,4.0,5.0,10.0,0.06299212598425197,0.0
0,0,1,0.0,1.0,10.0,0.0550122249388753,0.0
1,0,1,4.0,3.0,10.0,0.04679144385026738,0.0
1,0,1,4.0,0.0,10.0,0.0550122249388753,0.0
0,1,1,4.0,2.0,7.0,0.013333333333333334,0.0
0,0,0,4.0,3.0,2.0,0.3776223776223776,1.0
1,1,1,4.0,6.0,10.0,0.017241379310344827,0.0
1,1,0,0.0,1.0,10.0,0.0550122249388753,0.0
